universitySlug,nameFa,iscCategory,iscRank,auditDate,portalAuditStatus,researchUrl,evidenceUrls,note,scoreEligibility
esfarayen-higher-ed,مجتمع آموزش عالی فنی و مهندسی اسفراین,صنعتی,21,2026-08-11,secondary-reference,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. سرنخ عمومی/ثانویه از فعالیت پژوهش و فناوری مشاهده شد؛ تا جایگزینی با منبع رسمی مستقیم، Fact سازمانی یا رتبه منتشر نمی‌شود.,unranked
birjand-technology,دانشگاه صنعتی بیرجند,صنعتی,22,2026-08-11,direct-official,https://research.birjandut.ac.ir/,https://birjandut.ac.ir/fa/news/1858 | https://birjandut.ac.ir/fa/news/1859 | https://research.birjandut.ac.ir/,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,unranked
buin-zahra-higher-ed,مرکز آموزش عالی فنی و مهندسی بوئین زهرا,صنعتی,23,2026-08-11,institutional-reference,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
mahallat-higher-ed,مرکز آموزش عالی محلات,صنعتی,24,2026-08-11,secondary-reference,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. سرنخ عمومی/ثانویه از فعالیت پژوهش و فناوری مشاهده شد؛ تا جایگزینی با منبع رسمی مستقیم، Fact سازمانی یا رتبه منتشر نمی‌شود.,unranked
gorgan-agri,دانشگاه علوم کشاورزی و منابع طبیعی گرگان,علوم کشاورزی,1,2026-08-11,official-channel-reference,,https://t.me/s/gorganuniversity_news?before=2268,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
sari-agri,دانشگاه علوم کشاورزی و منابع طبیعی ساری,علوم کشاورزی,2,2026-08-11,ministry-reference,,https://khabarfarsi.com/u/248561459,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
khuzestan-agri,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان,علوم کشاورزی,3,2026-08-11,institutional-reference,,https://jrpsm.asnrukh.ac.ir/ | https://asnrukh.ac.ir/karafarini/fa/regulation?sort=title | https://asnrukh.ac.ir/file/download/page/1614232844-.pdf,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
torbat-jam-agri,دانشکده کشاورزی و دامپروری تربت جام,علوم کشاورزی,4,2026-08-11,secondary-reference,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. سرنخ عمومی/ثانویه از فعالیت پژوهش و فناوری مشاهده شد؛ تا جایگزینی با منبع رسمی مستقیم، Fact سازمانی یا رتبه منتشر نمی‌شود.,unranked
iran-art,دانشگاه هنر ایران,هنر,1,2026-08-11,direct-official,https://research.art.ac.ir/fa,https://research.art.ac.ir/fa,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,eligible
tabriz-islamic-art,دانشگاه هنر اسلامی تبریز,هنر,2,2026-08-11,official-reference,,https://tabriziau.ac.ir/ | https://research.tabriziau.ac.ir/uploads/user/8/files/%D8%A2%D8%A6%DB%8C%D9%86%20%D9%86%D8%A7%D9%85%D9%87%20%D9%87%D8%A7%20%D9%88%20%D9%81%D8%B1%D9%85%20%D9%87%D8%A7/%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%20%D8%A8%D9%86%D8%AF%DB%8C%20%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA%20%D9%87%D8%A7%DB%8C%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C/%28new%29%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%20%D8%A8%D9%86%D8%AF%DB%8C%20%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA%D9%87%D8%A7%DB%8C%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C.pdf,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. هویت دانشگاه و فعالیت‌های پژوهشی/فناوری روی دامنه رسمی قابل ردیابی است.,unranked
isfahan-art,دانشگاه هنر اصفهان,هنر,3,2026-08-11,official-reference,,https://aui.ac.ir/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. معاونت پژوهش و فناوری دانشگاه هنر اصفهان در منابع رسمی دانشگاه شناسایی شده است.,unranked
shiraz-art,دانشگاه هنر شیراز,هنر,4,2026-08-11,institutional-reference,,https://t.me/s/archaeology_shirazartu | http://www.shirazartu.ac.ir/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
payame-noor,دانشگاه پیام نور,زیرنظام,1,2026-08-11,official-reference,,https://pnu.ac.ir/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. پایگاه/خبر رسمی دانشگاه هویت معاون پژوهش و فناوری را تأیید می‌کند.,unranked
national-skills,دانشگاه ملی مهارت,زیرنظام,2,2026-08-11,official-reference,,https://www.nus.ac.ir/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. هویت معاونت پژوهش و فناوری در منابع رسمی دانشگاه ملی مهارت قابل مشاهده است.,unranked
farhangian,دانشگاه فرهنگیان,زیرنظام,3,2026-08-11,direct-official,https://cfu.ac.ir/fa/grid/11/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C,https://esfahan.cfu.ac.ir/fa/226134/ | https://cfu.ac.ir/fa/grid/11/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,unranked
applied-science,دانشگاه جامع علمی کاربردی,زیرنظام,4,2026-08-11,official-reference,,https://www.tasnimnews.ir/fa/news/1405/04/30/3652651/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,2026-08-11,restricted-official-reference,,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
shahed,دانشگاه شاهد,دستگاه اجرایی,2,2026-08-11,direct-official,https://res.shahed.ac.ir,https://res.shahed.ac.ir | https://res.shahed.ac.ir/ | https://library.shahed.ac.ir/,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,eligible
malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,2026-08-11,restricted-public,,https://mut.ac.ir/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,2026-08-11,direct-official,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,https://www.srttu.edu/ | https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/ | https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%D9%85%D8%A7/ | https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D8%A7%D9%85%D9%88%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%A2%DB%8C%DB%8C%D9%86-%D9%86%D8%A7%D9%85%D9%87-%D9%87%D8%A7/,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,unranked
aja-command,دانشگاه فرماندهی و ستاد آجا (دافوس),دستگاه اجرایی,5,2026-08-11,restricted-public,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
national-defense,دانشگاه عالی دفاع ملی,دستگاه اجرایی,6,2026-08-11,restricted-official-reference,,https://nezamat.ir/post-44967/ | https://smsnds.sndu.ac.ir/ | https://sndu.ac.ir/file/download/news/1610428363-.pdf,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
amin-police,دانشگاه علوم انتظامی امین,دستگاه اجرایی,7,2026-08-11,restricted-public,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
petroleum,دانشگاه صنعت نفت,دستگاه اجرایی,8,2026-08-11,direct-official,https://www.put.ac.ir/fa-IR/put/4793/page/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D9%8A,https://www.put.ac.ir/fa-IR/put/4793/page/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D9%8A | https://www.put.ac.ir/fa-IR/put/5028/page/%D8%B3%D8%A7%D8%AE%D8%AA%D8%A7%D8%B1-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86%D9%8A-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,پرتال رسمی پژوهش و فناوری و مسیرهای قابل بازیابی آن در باز‌ممیزی ۲۰ مرداد ۱۴۰۵ ثبت شد؛ هر بُعد با شاهد اختصاصی خودش منتشر می‌شود.,unranked
irib,دانشگاه صدا و سیمای جمهوری اسلامی ایران,دستگاه اجرایی,9,2026-08-11,institutional-reference,,,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. در ممیزی سیستماتیک شواهدی از حوزه پژوهش/فناوری یافت شد، اما برای ادعای ساختار کامل یا رتبه عددی هنوز Evidence مستقیم کافی نیست.,unranked
civil-aviation,مرکز آموزش عالی هوانوردی و فرودگاهی کشور,دستگاه اجرایی,10,2026-08-11,legacy-restricted,,https://nezamat.ir/post-40635/ | https://nezamat.ir/post-38549/,بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. بازممیزی پرتال و اسناد در ۲۰ مرداد ۱۴۰۵ انجام شد. عضویت ISC حفظ شده است؛ دسترسی عمومی به پرتال/ساختار پژوهش محدود است یا ساختار نهادی با دانشگاه‌های وزارت علوم متفاوت است. رتبه RTPMI منتشر نمی‌شود.,unranked
