id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
salman-farsi-kazerun:portalIdentity,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:organization,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:libraryDocuments,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:laboratories,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:industryTechnology,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:informationTechnology,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:systemsServices,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
salman-farsi-kazerun:documentsRegulations,salman-farsi-kazerun,دانشگاه سلمان فارسی کازرون,جامع,62,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:portalIdentity,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:organization,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:libraryDocuments,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:laboratories,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:industryTechnology,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:informationTechnology,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:systemsServices,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
lar-higher-ed:documentsRegulations,lar-higher-ed,مرکز آموزش عالی لار,جامع,62,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:portalIdentity,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://gonabad.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:organization,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:libraryDocuments,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:laboratories,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:industryTechnology,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:informationTechnology,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:systemsServices,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
gonabad-higher-ed:documentsRegulations,gonabad-higher-ed,مجتمع آموزش عالی گناباد,جامع,64,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:portalIdentity,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:organization,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:libraryDocuments,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:laboratories,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:industryTechnology,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:informationTechnology,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:systemsServices,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
bam-higher-ed:documentsRegulations,bam-higher-ed,مجتمع آموزش عالی بم,جامع,65,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:portalIdentity,neyshabur,دانشگاه نیشابور,جامع,66,portalIdentity,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:organization,neyshabur,دانشگاه نیشابور,جامع,66,organization,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:libraryDocuments,neyshabur,دانشگاه نیشابور,جامع,66,libraryDocuments,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:laboratories,neyshabur,دانشگاه نیشابور,جامع,66,laboratories,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:industryTechnology,neyshabur,دانشگاه نیشابور,جامع,66,industryTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:informationTechnology,neyshabur,دانشگاه نیشابور,جامع,66,informationTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:systemsServices,neyshabur,دانشگاه نیشابور,جامع,66,systemsServices,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
neyshabur:documentsRegulations,neyshabur,دانشگاه نیشابور,جامع,66,documentsRegulations,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:portalIdentity,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:organization,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:libraryDocuments,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:laboratories,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:industryTechnology,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:informationTechnology,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:systemsServices,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
eghlid-higher-ed:documentsRegulations,eghlid-higher-ed,مرکز آموزش عالی اقلید,جامع,67,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:portalIdentity,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:organization,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:libraryDocuments,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:laboratories,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:industryTechnology,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:informationTechnology,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:systemsServices,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kashmar-higher-ed:documentsRegulations,kashmar-higher-ed,مرکز آموزش عالی کاشمر,جامع,68,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:portalIdentity,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:organization,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:libraryDocuments,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:laboratories,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:industryTechnology,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:informationTechnology,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:systemsServices,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
seyed-jamaleddin-asadabadi:documentsRegulations,seyed-jamaleddin-asadabadi,دانشگاه سید جمال الدین اسدآبادی,جامع,68,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
iust:portalIdentity,iust,دانشگاه علم و صنعت ایران,صنعتی,1,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.iust.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iust:organization,iust,دانشگاه علم و صنعت ایران,صنعتی,1,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iust.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iust:libraryDocuments,iust,دانشگاه علم و صنعت ایران,صنعتی,1,libraryDocuments,observed-reference,observed-reference,,reference-only,2026-08-10,1,unit,https://research.iust.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
iust:laboratories,iust,دانشگاه علم و صنعت ایران,صنعتی,1,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iust.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iust:industryTechnology,iust,دانشگاه علم و صنعت ایران,صنعتی,1,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iust.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iust:informationTechnology,iust,دانشگاه علم و صنعت ایران,صنعتی,1,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
iust:systemsServices,iust,دانشگاه علم و صنعت ایران,صنعتی,1,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.iust.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
iust:documentsRegulations,iust,دانشگاه علم و صنعت ایران,صنعتی,1,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:portalIdentity,sharif,دانشگاه صنعتی شریف,صنعتی,2,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,portal-identity,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:organization,sharif,دانشگاه صنعتی شریف,صنعتی,2,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,unit,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:libraryDocuments,sharif,دانشگاه صنعتی شریف,صنعتی,2,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,unit,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:laboratories,sharif,دانشگاه صنعتی شریف,صنعتی,2,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,unit,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:industryTechnology,sharif,دانشگاه صنعتی شریف,صنعتی,2,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,unit,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:informationTechnology,sharif,دانشگاه صنعتی شریف,صنعتی,2,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:systemsServices,sharif,دانشگاه صنعتی شریف,صنعتی,2,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,system,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sharif:documentsRegulations,sharif,دانشگاه صنعتی شریف,صنعتی,2,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,document,https://research.sharif.ir/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:portalIdentity,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:organization,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:libraryDocuments,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:laboratories,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:industryTechnology,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:informationTechnology,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:systemsServices,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.aut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
amirkabir:documentsRegulations,amirkabir,دانشگاه صنعتی امیرکبیر,صنعتی,3,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kntu:portalIdentity,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:organization,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:libraryDocuments,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:laboratories,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:industryTechnology,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:informationTechnology,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
kntu:systemsServices,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.kntu.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
kntu:documentsRegulations,kntu,دانشگاه صنعتی خواجه نصیرالدین طوسی,صنعتی,4,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:portalIdentity,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
