id,universitySlug,nameFa,category,url,relation,sourceUrl,evidence,lastVerified
isfahan-art-discovery-system-8471fcf26775,isfahan-art,حمايت از پايان نامه​ هاي تحصيلات تكميلي,research,https://aui.ac.ir/page-Moavenatshow/FA/7/form/pId829,research-portal-discovery,https://aui.ac.ir/Index.aspx?page_=form&lang=1&sub=7&tempname=Moavenatshow&PageID=808&isPopUp=False,verified,2026-08-11
isfahan-art-discovery-system-a45db43ffe01,isfahan-art,اطاعیه تمدید زمان دفاع از پروژه نهایی، پایان نامه و رساله,research,https://aui.ac.ir/page-moavenatamozeshow/FA/8/dorsaetoolsenews/16776-G0/tool_dorsaetoolsenews_sample_moavenatamozeshi_block396/%D8%A7%D8%B7%D8%A7%D8%B9%DB%8C%D9%87-%D8%AA%D9%85%D8%AF%DB%8C%D8%AF-%D8%B2%D9%85%D8%A7%D9%86-%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D8%B2-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%86%D9%87%D8%A7%DB%8C%DB%8C%D8%8C-%D9%BE%D8%A7%DB%8C%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87-,research-portal-discovery,https://aui.ac.ir/page-MoavenatAmozeshi/FA/8/form/pId264,verified,2026-08-11
isfahan-art-discovery-system-917bd649c874,isfahan-art,شيوه نامه نگارش و تدوين پايان نامه / رساله تحصيلات تكميلي (كارشناسي ارشد و دكتري),research,https://aui.ac.ir/page-moavenatamozeshow/FA/8/dorsaetoolsecommunique/8952-G0/%D8%B4%D9%8A%D9%88%D9%87-%D9%86%D8%A7%D9%85%D9%87-%D9%86%DA%AF%D8%A7%D8%B1%D8%B4-%D9%88-%D8%AA%D8%AF%D9%88%D9%8A%D9%86-%D9%BE%D8%A7%D9%8A%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87--%D8%B1%D8%B3%D8%A7%D9%84%D9%87-%D8%AA%D8%AD%D8%B5%D9%8A%D9%84%D8%A7%D8%AA,research-portal-discovery,https://aui.ac.ir/page-moavenatamozeshow/FA/8/list-dorsaetoolsecommunique/0139-G75/link/?Pcod=1,verified,2026-08-11
isfahan-art-discovery-system-70512be9821e,isfahan-art,نشريات علمي دانشگاه,journals,https://research.aui.ac.ir/page-Moavenatshow/FA/7/form/pId790,research-portal-discovery,https://research.aui.ac.ir/Index.aspx?page_=form&lang=1&sub=7&tempname=Moavenatshow&PageID=829&isPopUp=False,verified,2026-08-11
isfahan-art-discovery-system-8bbc5fd011e5,isfahan-art,در سامانه ساجد، فرصت‌های مطالعاتی جدیدی برای اعضای هیات علمی در جامعه و صنعت در دسترس قرار گرفت,industry,https://research.aui.ac.ir/page-moavenatshow/FA/7/dorsaetoolsecommunique/15475-G0/tool_dorsaetoolsecommunique_sample_moavenatpajooheshi_block303/%D8%AF%D8%B1-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D8%B3%D8%A7%D8%AC%D8%AF%D8%8C-%D9%81%D8%B1%D8%B5%D8%AA%D9%87%D8%A7%DB%8C-%D9%85%D8%B7%D8%A7%D9%84%D8%B9%D8%A7%D8%AA%DB%8C-%D8%AC%D8%AF%DB%8C%D8%AF%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D8%B9%D8%B6%D8%A7%DB%8C,research-portal-discovery,https://research.aui.ac.ir/,verified,2026-08-11
shiraz-art-discovery-system-a414ebb7d9db,shiraz-art,سامانه ها – دانشگاه هنر شیراز,research,https://shirazartu.ac.ir/?page_id=14451,research-portal-discovery,https://shirazartu.ac.ir/?page_id=177,verified,2026-08-11
payame-noor-discovery-system-c354515d0491,payame-noor,سامانه مدیریت نشریات علمی دانشگاه پیام نور,journals,https://journals.pnu.ac.ir/,research-portal-discovery,https://pnu.ac.ir/fa-IR/research.pnu.ac/6086/page/%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D8%B5%D9%84%D9%8A,verified,2026-08-11
payame-noor-discovery-system-66b11ba54980,payame-noor,فرم های دفتر تحقيقات و خدمات پژوهشي,research,https://pnu.ac.ir/fa-IR/research.pnu.ac/14795/page/%D9%81%D8%B1%D9%85-%D9%87%D8%A7%DB%8C-%D8%AF%D9%81%D8%AA%D8%B1-%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D8%A7%D8%AA-%D9%88-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,research-portal-discovery,https://pnu.ac.ir/fa-IR/DouranPortal/5001/page/%D9%81%D8%B1%D9%85%E2%80%8C%D9%87%D8%A7,verified,2026-08-11
farhangian-discovery-system-a742907214de,farhangian,رونمایی از سامانه‌های «علم سنجی اعضای هیات علمی» و «صفحه خانگی» دانشگاه فرهنگیان,research,https://cfu.ac.ir/fa/news/278890,research-portal-discovery,https://cfu.ac.ir/fa/news/278896/%D9%81%D8%B1%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D8%B7%D8%B1%D8%AD-%D9%87%D8%A7%DB%8C-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C%D9%90-%D9%BE%DA%98%D9%88%D9%87%D8%A7%D9%86%D9%87-%D8%A7%DB%8C,verified,2026-08-11
farhangian-discovery-system-cfda0019ecc7,farhangian,سامانه مدیریت نشریات علمی دانشگاه فرهنگیان,journals,https://journals.cfu.ac.ir/,research-portal-discovery,https://cfu.ac.ir/fa/grid/11/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C,verified,2026-08-11
farhangian-discovery-system-65b3e293bf91,farhangian,سامانه مدیریت نشریات علمی دانشگاه فرهنگیان,journals,https://journals.cfu.ac.ir/list_51.html,research-portal-discovery,https://journals.cfu.ac.ir/,verified,2026-08-11
farhangian-discovery-system-eede2eb953b1,farhangian,سامانه مدیریت نشریات علمی دانشگاه فرهنگیان,journals,https://journals.cfu.ac.ir/list_50.html,research-portal-discovery,https://journals.cfu.ac.ir/,verified,2026-08-11
farhangian-discovery-system-0af77488913d,farhangian,دانلودها,research,https://cfu.ac.ir/fa/download/new/category-list/7,research-portal-discovery,https://cfu.ac.ir/fa/grid/11/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C,verified,2026-08-11
farhangian-discovery-system-2f87e6ad5407,farhangian,دانلودها,research,https://cfu.ac.ir/fa/download/new/download-list/7,research-portal-discovery,https://cfu.ac.ir/fa/download/new/category-list/7,verified,2026-08-11
applied-science-discovery-system-4d4e6c1ccfea,applied-science,سند خط مشی حفاظت از کلمه عبور در سامانه های دانشگاه - دفتر فناوری اطلاعات و ارتباطات,it,https://ict.uast.ac.ir/fa/regulation/652/%D8%B3%D9%86%D8%AF-%D8%AE%D8%B7-%D9%85%D8%B4%DB%8C-%D8%AD%D9%81%D8%A7%D8%B8%D8%AA-%D8%A7%D8%B2-%DA%A9%D9%84%D9%85%D9%87-%D8%B9%D8%A8%D9%88%D8%B1-%D8%AF%D8%B1-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://ict.uast.ac.ir/fa/regulation,verified,2026-08-11
applied-science-discovery-system-27cc4ff3c2ed,applied-science,راهنمای استفاده از سامانه ثبت و ارزیابی فعالیت های پژوهش، فناوری و کارآفرینی(rmis) - معاونت پژوهشی وفناوری,research,https://rt.uast.ac.ir/fa/download/103/%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D8%AB%D8%A8%D8%AA-%D9%88-%D8%A7%D8%B1%D8%B2%DB%8C%D8%A7%D8%A8%DB%8C-%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA-%D9%87%D8%A7%DB%8C-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%88-%DA%A9%D8%A7%D8%B1%D8%A2%D9%81%D8%B1%DB%8C%D9%86%DB%8C-rmis-,research-portal-discovery,https://rt.uast.ac.ir/fa/download/1927/%DA%A9%D8%AA%D8%A7%D8%A8%DA%86%D9%87-%D8%AA%D9%88%D8%A7%D9%86%D9%85%D9%86%D8%AF%DB%8C-%D9%87%D8%A7%DB%8C-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA,verified,2026-08-11
shahed-discovery-system-e5ea4aefa934,shahed,سامانه‌ها – دانشگاه شاهد,research,https://shahed.ac.ir/systems/,research-portal-discovery,https://res.shahed.ac.ir/,verified,2026-08-11
shahed-discovery-system-838e661c063b,shahed,سامانه‌های اساتید و اعضای هیات علمی – دانشگاه شاهد,research,https://shahed.ac.ir/systems/systems-of-professors-and-faculty-members/,research-portal-discovery,https://shahed.ac.ir/systems/,verified,2026-08-11
shahed-discovery-system-e0852e65a93d,shahed,سامانه‌های کارکنان – دانشگاه شاهد,research,https://shahed.ac.ir/systems/employee-systems/,research-portal-discovery,https://shahed.ac.ir/systems/,verified,2026-08-11
shahed-discovery-system-2a05b355353e,shahed,سامانه‌های مراجعان عمومی – دانشگاه شاهد,research,https://shahed.ac.ir/systems/public-client-systems/,research-portal-discovery,https://shahed.ac.ir/systems/,verified,2026-08-11
shahed-discovery-system-9305c325332d,shahed,سامانه‌های دانشجویی – دانشگاه شاهد,research,https://shahed.ac.ir/systems/student-systems/,research-portal-discovery,https://shahed.ac.ir/systems/,verified,2026-08-11
shahed-discovery-system-ada221c247fc,shahed,وبینار آموزشی «آشنایی با مرکز اسناد و مدارک علمی و سامانه‌های ایرانداک» – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/%d9%88%d8%a8%db%8c%d9%86%d8%a7%d8%b1-%d8%a2%d9%85%d9%88%d8%b2%d8%b4%db%8c-%d8%a2%d8%b4%d9%86%d8%a7%db%8c%db%8c-%d8%a8%d8%a7-%d9%85%d8%b1%da%a9%d8%b2-%d8%a7%d8%b3%d9%86%d8%a7%d8%af-%d9%88-%d9%85/,research-portal-discovery,https://library.shahed.ac.ir/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d9%85%d8%b4%d8%a7%d9%87%d8%af%d9%87-%d9%88%d8%b6%d8%b9%db%8c%d8%aa-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%af%d8%b1/,verified,2026-08-11
shahed-discovery-system-dec22fee34ba,shahed,راهنمای مشاهده وضعیت اعتبار نشریات در سامانه بهستان – مرکز اسناد و مدارک علمی,journals,https://library.shahed.ac.ir/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d9%85%d8%b4%d8%a7%d9%87%d8%af%d9%87-%d9%88%d8%b6%d8%b9%db%8c%d8%aa-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%af%d8%b1/,research-portal-discovery,https://library.shahed.ac.ir/,verified,2026-08-11
shahed-discovery-system-bca83f8e10c1,shahed,پایان‌نامه‌ها و طرح‌های تحقیقاتی – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/theses-and-research-projects/,research-portal-discovery,https://library.shahed.ac.ir/,verified,2026-08-11
shahed-discovery-system-6dc2df046e48,shahed,راهنمای مراحل تسویه‌حساب پایان‌نامه در مرکز اسناد و مدارک علمی دانشگاه شاهد – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d9%85%d8%b1%d8%a7%d8%ad%d9%84-%d8%aa%d8%b3%d9%88%db%8c%d9%87%d8%ad%d8%b3%d8%a7%d8%a8-%d9%be%d8%a7%db%8c%d8%a7%d9%86%d9%86%d8%a7%d9%85/,research-portal-discovery,https://library.shahed.ac.ir/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d9%85%d8%b4%d8%a7%d9%87%d8%af%d9%87-%d9%88%d8%b6%d8%b9%db%8c%d8%aa-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%af%d8%b1/,verified,2026-08-11
shahed-discovery-system-2ff020b06c52,shahed,شیوه‌نامه نگارش پایان‌نامه‌های دانشگاه شاهد – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/thesis_writing_principles_of_shahed_university/,research-portal-discovery,https://library.shahed.ac.ir/,verified,2026-08-11
shahed-discovery-system-5743db1d64a2,shahed,payannameha_submit – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/payannameha_submit/,research-portal-discovery,https://library.shahed.ac.ir/thesis_writing_principles_of_shahed_university/,verified,2026-08-11
shahed-discovery-system-b53beefa9f8c,shahed,payannameha_style – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/payannameha_style/,research-portal-discovery,https://library.shahed.ac.ir/thesis_writing_principles_of_shahed_university/,verified,2026-08-11
shahed-discovery-system-770ee8e07065,shahed,payannameha_template – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/payannameha_template/,research-portal-discovery,https://library.shahed.ac.ir/thesis_writing_principles_of_shahed_university/,verified,2026-08-11
shahed-discovery-system-1261ee1e586b,shahed,payannameha_tasviyehesab – مرکز اسناد و مدارک علمی,library,https://library.shahed.ac.ir/payannameha_tasviyehesab/,research-portal-discovery,https://library.shahed.ac.ir/thesis_writing_principles_of_shahed_university/,verified,2026-08-11
shahid-rajaee-discovery-system-1d21be79381d,shahid-rajaee,اداره انتشارات > سامانه ها | دانشگاه تربیت دبیر شهید رجایی,research,https://www.sru.ac.ir/%d9%85%d8%b9%d8%a7%d9%88%d9%86%d8%aa-%d9%be%da%98%d9%88%d9%87%d8%b4-%d9%88-%d9%81%d9%86%d8%a7%d9%88%d8%b1%db%8c/%d8%a7%d8%af%d8%a7%d8%b1%d9%87-%d8%a7%d9%86%d8%aa%d8%b4%d8%a7%d8%b1%d8%a7%d8%aa-%d9%88-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%b9%d9%84%d9%85%db%8c-%d9%be%da%98%d9%88%d9%87%d8%b4%db%8c-%d8%b3%d8%a7/,research-portal-discovery,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,verified,2026-08-11
shahid-rajaee-discovery-system-46e4ab6811b2,shahid-rajaee,سخنرانی با عنوان:کاربرد کنترل پیش بین در سامانه های الکترونیک قدرت خودروهای برقی | دانشگاه تربیت دبیر شهید رجایی,research,https://www.sru.ac.ir/%d8%b3%d8%ae%d9%86%d8%b1%d8%a7%d9%86%db%8c-%d8%a8%d8%a7-%d8%b9%d9%86%d9%88%d8%a7%d9%86%da%a9%d8%a7%d8%b1%d8%a8%d8%b1%d8%af-%da%a9%d9%86%d8%aa%d8%b1%d9%84-%d9%be%db%8c%d8%b4-%d8%a8%db%8c%d9%86-%d8%af/,research-portal-discovery,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,verified,2026-08-11
shahid-rajaee-discovery-system-1d1d72a61dca,shahid-rajaee,آئین نامه ها و فرم های علم سنجی | دانشگاه تربیت دبیر شهید رجایی,research,https://www.sru.ac.ir/%d9%85%d8%b9%d8%a7%d9%88%d9%86%d8%aa-%d9%be%da%98%d9%88%d9%87%d8%b4-%d9%88-%d9%81%d9%86%d8%a7%d9%88%d8%b1%db%8c/%d8%a2%d8%a6%db%8c%d9%86-%d9%86%d8%a7%d9%85%d9%87-%d9%87%d8%a7-%d9%88-%d9%81%d8%b1%d9%85-%d9%87%d8%a7%db%8c-%d8%b9%d9%84%d9%85-%d8%b3%d9%86%d8%ac%db%8c-2/,research-portal-discovery,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,verified,2026-08-11
shahid-rajaee-discovery-system-eb563e5c279e,shahid-rajaee,فیلم های آموزشی علم سنجی | دانشگاه تربیت دبیر شهید رجایی,research,https://www.sru.ac.ir/%d9%85%d8%b9%d8%a7%d9%88%d9%86%d8%aa-%d9%be%da%98%d9%88%d9%87%d8%b4-%d9%88-%d9%81%d9%86%d8%a7%d9%88%d8%b1%db%8c/%d8%a2%d8%a6%db%8c%d9%86-%d9%86%d8%a7%d9%85%d9%87-%d9%87%d8%a7-%d9%88-%d9%81%d8%b1%d9%85-%d9%87%d8%a7%db%8c-%d8%b9%d9%84%d9%85-%d8%b3%d9%86%d8%ac%db%8c/,research-portal-discovery,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,verified,2026-08-11
shahid-rajaee-discovery-system-c9da4172084c,shahid-rajaee,پایان نامه ها | دانشگاه تربیت دبیر شهید رجایی,research,http://www.sru.ac.ir/%d9%be%d8%a7%db%8c%d8%a7%d9%86-%d9%86%d8%a7%d9%85%d9%87-%d9%87%d8%a7/,research-portal-discovery,https://www.sru.ac.ir/,verified,2026-08-11
shahid-rajaee-discovery-system-23dd63497c3d,shahid-rajaee,کتابخانه,library,https://lib.sru.ac.ir/Dl/SPortal/FAQ/19_2.aspx,research-portal-discovery,https://lib.sru.ac.ir/DL/SPortal/,verified,2026-08-11
national-defense-discovery-system-2272e8a81c09,national-defense,سامانه مدیریت نشریات دانشگاه و پژوهشگاه عالی دفاع ملی و تحقیقات راهبردی دفاعی,journals,https://journals.sndu.ac.ir/,research-portal-discovery,https://sndu.ac.ir/fa,verified,2026-08-11
petroleum-discovery-system-2714fa59f713,petroleum,سامانه های دانشگاه,research,https://www.put.ac.ir/fa-IR/put/6663/page/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://www.put.ac.ir/fa-IR/put/4793/page/%C2%BB-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D9%8A,verified,2026-08-11
petroleum-discovery-system-6f23569a9745,petroleum,سامانه های دانشگاه,research,https://www.put.ac.ir/fa-IR/put/6683/page/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://www.put.ac.ir/,verified,2026-08-11
petroleum-discovery-system-ede2e2fccc6f,petroleum,سامانه های دانشگاه,research,https://roshd.put.ac.ir/fa-IR/put/6683/page/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/PUT/5531/auth/accessDenied,verified,2026-08-11
petroleum-discovery-system-bd2076ab7706,petroleum,مرکز علم سنجی,research,https://www.put.ac.ir/fa-IR/put/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,research-portal-discovery,https://www.put.ac.ir/fa-IR/put/4793/page/%C2%BB-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D9%8A,verified,2026-08-11
petroleum-discovery-system-e1b4ff838b05,petroleum,مرکز علم سنجی,research,https://www.put.ac.ir/fa-IR/PUT/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,research-portal-discovery,https://www.put.ac.ir/fa-IR/PUT/6677/page/%D9%85%D8%B1%DA%A9%D8%B2-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
petroleum-discovery-system-973cc3bd41b8,petroleum,مرکز علم سنجی,research,https://roshd.put.ac.ir/fa-IR/PUT/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/PUT/5531/auth/accessDenied,verified,2026-08-11
petroleum-discovery-system-5aa12dcb9719,petroleum,مرکز علم سنجی,research,https://roshd.put.ac.ir/fa-IR/put/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/PUT/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,verified,2026-08-11
petroleum-discovery-system-e87ae44206db,petroleum,نشریات,journals,https://www.put.ac.ir/fa-IR/PUT/7460/page/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA,research-portal-discovery,https://www.put.ac.ir/fa-IR/PUT/6677/page/%D9%85%D8%B1%DA%A9%D8%B2-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
petroleum-discovery-system-7d40fbc174b3,petroleum,نشریات دانشگاه,journals,https://www.put.ac.ir/fa-IR/put/6322/page/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://www.put.ac.ir/fa-IR/put/4793/page/%C2%BB-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D9%8A,verified,2026-08-11
petroleum-discovery-system-1762dafa3739,petroleum,نشریات,journals,https://roshd.put.ac.ir/fa-IR/PUT/7460/page/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/PUT/5531/auth/accessDenied,verified,2026-08-11
petroleum-discovery-system-b3ef2a01d932,petroleum,نشریات دانشگاه,journals,https://roshd.put.ac.ir/fa-IR/PUT/6322/page/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/put/6683/page/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
petroleum-discovery-system-39789efd825b,petroleum,نشریات,journals,https://roshd.put.ac.ir/fa-IR/put/7460/page/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA,research-portal-discovery,https://roshd.put.ac.ir/fa-IR/PUT/7452/page/%D9%85%D8%B1%DA%A9%D8%B2-%D8%B9%D9%84%D9%85-%D8%B3%D9%86%D8%AC%DB%8C,verified,2026-08-11
petroleum-discovery-system-d57931fb2958,petroleum,������ ������ی ���Ԑ�� ���� ���,research,https://scimet.put.ac.ir/,research-portal-discovery,https://www.put.ac.ir/fa-IR/put/6663/page/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87-%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
civil-aviation-discovery-system-502d56377e72,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/electronic-systems,research-portal-discovery,https://caa.gov.ir/,verified,2026-08-11
civil-aviation-discovery-system-b77fb502bafa,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services-standard,research-portal-discovery,https://caa.gov.ir/,verified,2026-08-11
civil-aviation-discovery-system-f61b2ba22c7a,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services-status,research-portal-discovery,https://caa.gov.ir/,verified,2026-08-11
civil-aviation-discovery-system-39c1f91716c3,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/KGD9gP,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-645ee69e96b3,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/8PX1NV,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-58e7147df2d4,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/LVpXYV,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-eef68418fb77,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/jPBalG,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-72b0de9b0ab7,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/NVZXdG,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-2da64ccff037,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/yrn1dV,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-3df4e4306855,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/JPoDJV,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-4d386ad1898d,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/orx7eV,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-1573b7d34de4,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/aPqpkG,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-595f8b878783,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/bG7wWG,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
civil-aviation-discovery-system-4353276ed139,civil-aviation,سازمان هواپیمایی کشوری,research,https://caa.gov.ir/services/show/oVda0r,research-portal-discovery,https://caa.gov.ir/services-standard,verified,2026-08-11
